Area,Bedrooms,Bathrooms,Parking,Age,LocationScore,MetroDistance,SchoolDistance,HospitalDistance,CrimeRate,PopulationDensity,City,Locality,PropertyType,Furnishing,Price
2495,5,1.5,1,51,8.787262390507648,2.8687120136986444,4.919650987915341,5.22127306188735,0.3380402753300885,5979,Houston,Suburbs,Single-Family,Unfurnished,632400.0
2406,4,1.5,3,64,9.664983556494168,1.6038420024674946,0.5657682601634803,1.9220868050634667,1.2322206304561787,2904,Miami,Westside,Townhouse,Fully Furnished,1092700.0
1772,3,1.5,1,38,8.80398718847525,0.43465333350005464,7.279374523468641,10.67303000660781,0.33632883148447745,3380,Miami,Downtown,Apartment,Unfurnished,821300.0
2904,4,1.5,1,17,8.569630808009196,0.8558592626530418,0.8236399605927864,11.217460911191539,0.5262674357955364,1647,Miami,Downtown,Single-Family,Unfurnished,1631700.0
1198,2,1.0,3,21,5.754883845415292,5.126131711574223,4.1211216524389425,6.304631109556776,2.7230918567436255,4241,Chicago,Waterfront,Single-Family,Unfurnished,671900.0
3002,5,2.0,0,67,3.696248483023422,1.1084059836192457,4.201939391208705,0.7105354544316531,2.4947553984423476,607,Miami,Eastside,Townhouse,Semi-Furnished,473800.0
2223,4,1.5,1,10,9.285669864603888,0.1,6.728656072315377,9.884416883006987,3.381739544425313,3901,Los Angeles,Downtown,Penthouse,Semi-Furnished,2034400.0
1830,3,1.5,1,63,7.7803934915686055,20.35238436211189,7.321926508130457,5.9850442116540945,0.9873753799449712,4659,New York,Suburbs,Penthouse,Unfurnished,716900.0
2084,3,1.0,0,70,4.253982913588162,0.8280520282287571,7.529471173776384,1.3628261117280385,1.2454645378204343,988,Chicago,Waterfront,Condo,Unfurnished,602900.0
2014,3,1.0,2,56,4.72796578204514,3.728627194367879,4.64344264113603,2.6780020530221913,2.20836350900628,2485,Chicago,Uptown,Penthouse,Semi-Furnished,704300.0
3076,5,2.5,0,34,7.488628094857765,9.156797922019388,5.496529395650507,2.2493724126499264,0.41020636286889944,4379,New York,Suburbs,Condo,Unfurnished,713500.0
1238,1,1.0,0,36,5.822538466829367,3.2045048917523014,0.8904549268179918,8.392206962676713,2.5982016758432094,4106,Los Angeles,Suburbs,Apartment,Unfurnished,288500.0
1489,2,1.0,0,49,2.651860494770946,5.616109437319556,4.005744884583374,3.943209167975998,0.026570160889242102,4199,Chicago,Downtown,Apartment,Semi-Furnished,252100.0
2929,5,2.0,2,29,3.131583565965256,13.108587264434234,7.20328229308982,1.9684409490815968,2.39670791803945,5076,Chicago,Eastside,Condo,Unfurnished,258900.0
1623,2,1.0,1,16,7.965189468098489,6.890492458712704,3.7544377780968765,11.0529615017122,2.243547546683554,1156,Miami,Downtown,Townhouse,Unfurnished,762500.0
2820,5,1.0,1,32,4.628556227854647,2.8567994927635123,0.7428326963807588,11.500107178681736,0.5388314516969878,5917,Houston,Downtown,Townhouse,Semi-Furnished,696300.0
3459,6,3.0,1,15,6.0611954272163135,1.582314069902331,1.765000910848338,2.093622536820181,1.9524465779136948,3862,Chicago,Uptown,Penthouse,Fully Furnished,1694200.0
1778,3,1.0,1,14,8.132971826028207,2.305369706270579,3.550153994996858,3.147712313063558,0.36118554316716894,3307,Los Angeles,Suburbs,Apartment,Unfurnished,642100.0
2645,5,2.0,1,12,8.00940474964842,6.454212272926025,2.0527207782906087,7.309388275473783,1.2878559720579874,770,Houston,Westside,Apartment,Unfurnished,710900.0
1177,2,1.0,1,2,3.336120215098191,6.719082721646422,3.259882165665421,2.230840269232452,1.8088959540240337,3964,New York,Waterfront,Townhouse,Unfurnished,752900.0
2703,4,1.0,0,23,2.7871509151922824,6.544513700980386,2.7971026276212605,2.323804468391536,1.8813151552489331,5524,Chicago,Downtown,Single-Family,Fully Furnished,701600.0
2259,4,1.0,1,22,6.72921834372072,3.1828149596894026,2.6876466119644262,4.370624479979986,6.106100413340769,4783,Los Angeles,Downtown,Townhouse,Semi-Furnished,950000.0
2478,4,1.0,0,58,7.9330629914499164,2.2683133591959677,0.9110839561033159,11.415458827982059,0.3013497959625905,4841,New York,Suburbs,Townhouse,Semi-Furnished,974600.0
1583,3,1.5,0,54,3.192319375963283,1.3055167154019116,7.085174590475374,11.568085258097087,0.9831952091760437,3821,Miami,Uptown,Single-Family,Semi-Furnished,553500.0
771,2,1.0,2,64,4.975642298618198,0.1,5.603108777030223,10.180564872991756,3.1817026768651564,4378,Miami,Downtown,Penthouse,Semi-Furnished,530900.0
2502,4,1.5,1,31,8.962223967741124,5.060936381783201,5.0623788860591725,8.500698556184082,1.2366363236210005,2285,Houston,Uptown,Condo,Unfurnished,536700.0
500,1,1.0,1,59,9.553785132482568,1.1352028725420413,4.9304613831441735,8.787743707352655,3.135923920249512,4490,New York,Uptown,Penthouse,Fully Furnished,836300.0
1846,3,1.5,1,29,5.632558087597475,1.3999892513799033,3.2927173527743387,5.9000876955051105,0.8538975797312589,3517,Houston,Westside,Single-Family,Fully Furnished,535600.0
2852,4,2.0,1,65,2.636127472246664,6.491027575092074,6.621859409041699,6.596778223788813,2.379691530376976,2250,New York,Uptown,Single-Family,Semi-Furnished,674000.0
2253,4,2.0,1,17,4.061571649619019,0.18783010925661922,7.454311952637922,7.796205590068864,3.060900185446294,6009,New York,Westside,Penthouse,Semi-Furnished,1337500.0
3658,6,2.5,2,58,3.863759362524264,9.190404440922155,0.24381454216444087,8.909796331187774,2.810489706513818,1349,Miami,Waterfront,Condo,Unfurnished,939700.0
2920,5,2.0,1,52,3.9117097643284557,0.1,0.8177481193364577,1.6137309838713396,3.076165033276081,5548,Houston,Uptown,Penthouse,Semi-Furnished,757900.0
1576,3,1.0,3,63,5.951053643034,9.79880173699982,5.464809815456978,3.086200611314884,0.37183593062299203,5674,Miami,Waterfront,Apartment,Semi-Furnished,710800.0
2121,4,1.5,3,29,6.665805213532569,2.1228425639670534,2.0413204372399627,11.573846699980807,0.8670091292794172,3445,New York,Uptown,Apartment,Semi-Furnished,951000.0
2062,4,1.0,1,17,2.9800767094394827,0.3770262076889419,7.311298990405079,4.354136052796657,0.2877796246212786,6560,Miami,Westside,Apartment,Semi-Furnished,532400.0
834,2,1.0,2,4,9.114848052226675,3.924735540955485,5.405821907906788,3.587453424294333,0.2986666936388326,3403,Houston,Westside,Condo,Fully Furnished,382400.0
1347,3,1.5,1,68,6.959790586248919,7.916946834907944,3.0726717902379623,5.351980089429717,1.003640132188196,3277,Houston,Waterfront,Condo,Semi-Furnished,542000.0
1651,3,1.0,1,7,6.778013842144043,2.0173405168963865,3.4392027416795554,3.8455886299825135,4.831608153979374,2099,Los Angeles,Suburbs,Single-Family,Semi-Furnished,529900.0
500,1,1.0,0,8,9.898231987074272,4.114505286022856,5.5888835409231525,1.5485722143463345,1.344406112529182,4483,Miami,Suburbs,Townhouse,Unfurnished,291500.0
2137,4,2.0,1,31,7.025151819945003,13.582296487098757,1.2995200002967178,2.891553016898338,2.8846323561242513,2582,Los Angeles,Suburbs,Condo,Semi-Furnished,466800.0
1900,3,1.5,2,13,9.43167319440948,0.963757926584692,7.090612665923554,7.861837672196832,4.151318060539037,2916,New York,Uptown,Townhouse,Semi-Furnished,1109300.0
761,2,1.0,2,12,4.290055778878334,6.010544867798792,0.23721924775538664,3.0665994061064263,0.13583160182754841,4369,Miami,Suburbs,Apartment,Unfurnished,213100.0
2423,3,1.0,2,17,3.9210359227719804,1.2246285031926947,7.835786235770156,7.948172761990607,0.2652203130176881,4452,Chicago,Waterfront,Apartment,Unfurnished,765200.0
2672,5,2.5,0,67,6.132149494595625,1.9449997314493517,1.507634746832135,1.6509302913899055,0.5155149273270504,7011,Los Angeles,Suburbs,Townhouse,Semi-Furnished,813100.0
2281,4,1.5,1,21,6.068871581093329,1.1583588612584375,5.988468597188283,0.9815780203134714,1.4387075868507584,6362,Houston,Waterfront,Penthouse,Unfurnished,1508400.0
1840,4,1.5,1,19,3.811869195871175,2.0671412965682614,0.5114127149366522,10.40802835058071,0.09557503799125366,5601,Los Angeles,Waterfront,Single-Family,Unfurnished,1333400.0
2573,4,1.0,1,14,7.5972452551995815,0.1,3.565145412536123,9.24030124872947,2.317263611829557,4206,Miami,Eastside,Single-Family,Semi-Furnished,999000.0
2644,5,1.5,1,6,2.2370705538935463,1.2655989138097534,5.116446722050272,8.159318352733292,0.09887114729126073,3691,Los Angeles,Uptown,Penthouse,Fully Furnished,1414900.0
2345,5,2.0,1,76,7.525043780395621,2.062610027050706,0.7477741692260553,0.8553411787739478,0.25873234780887955,4446,Houston,Eastside,Townhouse,Unfurnished,529800.0
1440,3,1.0,1,29,5.657423088986401,3.501138294539955,3.6576895254194057,3.2525702542680017,0.7211913322780479,3387,Los Angeles,Westside,Townhouse,Semi-Furnished,627100.0
2321,4,1.0,1,4,7.512060086760632,3.5502197801068682,2.5644639442597357,9.841614762250996,1.2237176837813764,3098,Los Angeles,Uptown,Condo,Unfurnished,1052800.0
3056,5,1.5,1,0,5.816645045132152,3.067941839367573,4.086300173344104,2.1636781481732625,3.199322642578939,4342,Chicago,Uptown,Apartment,Fully Furnished,830900.0
1622,3,1.0,0,59,9.81867026307756,1.2136937215856765,4.135696980559355,9.847814558778282,4.975137332126421,2743,New York,Downtown,Apartment,Fully Furnished,1016100.0
3778,5,2.5,2,30,4.677479608824942,10.307924251153526,6.324806525570008,7.218685821655572,3.2395740268969675,2866,Houston,Suburbs,Townhouse,Semi-Furnished,310300.0
1679,3,1.0,0,19,9.860583496019107,1.7413576818498926,1.1633353218702018,9.014236229665261,0.16982806194276487,6409,New York,Suburbs,Condo,Fully Furnished,889900.0
2125,4,1.5,0,63,2.519791539831803,0.8557049912674598,0.8452128881702383,7.91183140218849,1.4963711095017314,1740,Chicago,Waterfront,Condo,Semi-Furnished,563500.0
1562,3,1.5,2,63,7.470086198060453,2.830054772172422,3.3347438192625685,5.295380170963177,0.8743273918263819,2420,Miami,Westside,Single-Family,Semi-Furnished,747000.0
2278,4,1.0,3,28,5.633753654279297,4.837063687685333,7.122655371136954,3.8577395123146303,0.20165579230002967,7046,Miami,Eastside,Single-Family,Unfurnished,722000.0
706,1,1.0,2,9,8.577101004237601,0.1,6.871102253442325,8.236385553794742,1.2149003225594632,3715,Chicago,Suburbs,Townhouse,Semi-Furnished,290900.0
1663,3,1.0,0,28,8.316928557735984,1.132037017480436,4.56794469239499,9.779498140756285,0.6616189340046518,7252,Miami,Suburbs,Single-Family,Unfurnished,689200.0
1226,2,1.5,1,30,8.401681463007499,6.099949647732403,7.132435787974635,1.01442531586141,0.6364853630807096,2165,Miami,Westside,Condo,Unfurnished,508900.0
2208,4,2.5,3,74,2.7579087944201577,2.4755111206937603,6.4816800608799525,4.868952737824052,0.14881109200918002,4647,Los Angeles,Suburbs,Penthouse,Unfurnished,656500.0
2895,4,2.0,2,29,8.578925598890358,1.8377583814879417,2.367927788725785,4.533392518068425,5.784383406238918,6043,Los Angeles,Downtown,Apartment,Unfurnished,1153700.0
2616,4,2.0,1,24,3.7123212595500874,9.352766731748005,1.5268289874774748,6.933914665272204,1.9417212506310235,2688,Los Angeles,Suburbs,Townhouse,Semi-Furnished,494200.0
500,1,1.0,1,79,2.205442110872278,0.3282997467559948,2.549020707618306,1.8101381484596966,0.49345253573293923,7848,Chicago,Downtown,Single-Family,Fully Furnished,246500.0
3733,6,3.0,0,57,3.741909757475291,3.3459792922536984,1.971519451822752,11.234323216601712,3.7419838598646513,3719,Miami,Uptown,Single-Family,Semi-Furnished,826800.0
2336,4,1.5,0,56,5.834280837598662,1.4659301705814556,5.057206582737837,6.807868086988959,4.437284730593331,5518,New York,Uptown,Condo,Fully Furnished,794300.0
1478,3,1.5,1,62,7.9368908792914565,0.2570976083160325,4.762213079642271,11.123157249263457,2.4940590225509736,3143,Houston,Downtown,Single-Family,Semi-Furnished,774500.0
2225,4,1.5,0,36,3.7490598466628295,0.8416572034958874,4.867811590931698,9.894820619808982,1.6151961959962908,7483,Miami,Eastside,Apartment,Unfurnished,291300.0
2240,3,1.0,3,57,2.904060384722171,3.4603866707328748,1.6765675846333008,2.7038469166245855,0.7083129751116667,5106,Chicago,Eastside,Townhouse,Unfurnished,323400.0
1566,2,1.5,0,27,7.167738040191538,0.10039549271379428,6.376529257156222,2.021898641369008,0.8546603891389769,8694,Los Angeles,Waterfront,Single-Family,Semi-Furnished,1336400.0
2258,3,1.5,2,26,9.87118429088014,3.1398434628665672,3.5822834516325246,10.404377760010675,0.9104851995532599,6858,Houston,Downtown,Penthouse,Fully Furnished,1466800.0
1614,3,1.5,0,69,6.806962416684945,11.000789181197103,3.8851249788589572,6.6651525597185195,4.4569299289205375,6174,Houston,Waterfront,Penthouse,Semi-Furnished,747800.0
1776,3,1.0,1,36,7.528458912987374,5.548249023092031,7.976302400447669,0.7270416008258319,2.1415160488147724,2589,Houston,Westside,Townhouse,Semi-Furnished,420100.0
1550,2,1.0,0,5,6.48933954997136,1.4841121070401777,2.4017199305094357,11.243607607052637,0.5179970819187212,4667,New York,Westside,Penthouse,Fully Furnished,1594900.0
953,3,1.0,2,76,8.258787553828032,0.5205932423561143,3.2742764320401445,5.939826593020241,1.4698069158447098,3866,Los Angeles,Downtown,Penthouse,Unfurnished,1229900.0
2216,4,1.5,1,61,9.806435361675558,2.189631417959285,5.476413021651881,3.960767470152551,1.3517357488861759,4552,Los Angeles,Waterfront,Single-Family,Unfurnished,1939700.0
2568,5,1.5,0,32,6.353033835233479,1.7470069312982779,7.067221557483883,6.440875518462444,2.507983608972885,4795,Los Angeles,Uptown,Penthouse,Unfurnished,1565700.0
2511,4,1.0,2,77,5.334324093941807,12.481205863826869,1.1888918521354428,9.963561489992784,0.15024174359800757,2698,Los Angeles,Downtown,Single-Family,Fully Furnished,1198900.0
2755,5,2.5,1,39,8.882744489281013,16.072216743399743,5.9333572901318785,1.7683664529115897,1.8123306768168939,4186,Miami,Downtown,Apartment,Unfurnished,754600.0
2359,4,1.5,2,40,9.757826750079921,1.8501846170940586,7.362588102765295,4.627728387231623,0.6033376845313805,4307,Houston,Waterfront,Condo,Unfurnished,955900.0
1673,3,1.0,2,41,3.0334531269565437,0.5638127048052545,3.4988119847295787,4.166966742323922,0.20825882255736672,2479,Houston,Westside,Single-Family,Unfurnished,329200.0
2771,5,2.0,2,8,6.625367723791023,8.451594976230432,2.436469998881437,10.155969480323698,1.973884314564435,6100,Houston,Eastside,Condo,Fully Furnished,631900.0
1013,2,1.0,0,17,8.33967994036798,5.521808643118797,5.48634974484451,9.45237367373794,0.6044060121099744,4944,Chicago,Uptown,Single-Family,Fully Furnished,487900.0
1379,3,1.5,0,14,6.266715241251126,2.505837938076863,2.1193744796586738,5.10119639763472,1.9646876023969293,6126,Los Angeles,Waterfront,Single-Family,Unfurnished,1309600.0
1328,2,1.0,3,3,5.27357574554359,1.591411251646818,3.1974600230688317,8.141615561142437,0.2658881019109537,5474,Miami,Waterfront,Townhouse,Semi-Furnished,1048400.0
2964,5,2.0,1,33,7.241838569083365,2.0807769155467293,7.195924317900461,5.036123046389991,6.3953336976275095,1072,Miami,Uptown,Single-Family,Semi-Furnished,1044100.0
2854,5,2.0,1,61,4.161024756106786,8.125516132669748,4.804593910212744,7.070109140636688,2.43993726542734,2833,Chicago,Eastside,Penthouse,Unfurnished,529200.0
2489,5,2.0,2,37,4.793069943506955,0.7144542090150037,0.9408226794787855,11.898975888188872,0.5119445315751527,7806,Chicago,Eastside,Penthouse,Fully Furnished,858500.0
2957,5,1.5,1,70,9.938213271050756,5.753804232571874,2.7716407452816934,6.6591063732091085,2.0236380680060533,6070,Houston,Downtown,Single-Family,Unfurnished,1290700.0
1396,2,1.0,2,22,7.091722674995963,0.1,5.092668287915533,11.868609427550828,0.21892636758134348,1256,Houston,Downtown,Apartment,Unfurnished,401800.0
2378,4,2.0,2,19,8.983418386488598,8.865164846006271,3.9556815698064876,9.092789722044552,1.5895379451319345,5440,Houston,Suburbs,Penthouse,Semi-Furnished,709300.0
1999,4,1.0,2,55,8.462148104297148,2.428096708354881,5.350646670662407,1.8883063380261071,0.09223374626023058,2836,Houston,Uptown,Condo,Semi-Furnished,502700.0
2777,6,2.5,1,52,7.218180435152193,0.9000251972329332,6.139243057906657,9.653610938903988,0.6083194515819739,307,Houston,Waterfront,Apartment,Unfurnished,889200.0
2007,3,1.5,1,1,8.725832659670186,0.1,3.9487979375967233,2.3547848769028743,5.756942672182035,7814,Los Angeles,Suburbs,Condo,Unfurnished,757300.0
1792,3,1.0,1,20,4.297267963468568,2.8698261552730226,7.898223153155119,6.621778996446046,0.19331969790862683,4650,Miami,Suburbs,Single-Family,Fully Furnished,481900.0
2532,4,1.0,1,75,7.096931590498387,0.9812580489141999,7.334456230256423,7.552320196354618,1.3648071909832322,4933,Los Angeles,Suburbs,Single-Family,Semi-Furnished,873100.0
2800,5,2.5,0,41,6.724827916191847,3.491863372904869,0.6672777673355191,10.760650235022641,0.10983278617205555,1986,Miami,Downtown,Single-Family,Unfurnished,1279000.0
1565,3,1.0,1,56,6.979356806346758,1.1554528618832136,2.278162874451703,2.91987841795682,1.6602746373600712,2193,New York,Westside,Penthouse,Semi-Furnished,1191300.0
2051,3,1.0,1,48,3.3490554171742017,0.32249572967925727,2.544239396016316,10.57333383218442,0.48997150538256184,1316,New York,Suburbs,Apartment,Semi-Furnished,362500.0
1253,3,1.0,1,9,4.217944319984547,2.4615563859866505,1.6374647820260826,11.246678423520462,0.5565424827144075,7333,New York,Waterfront,Condo,Unfurnished,921500.0
500,1,1.0,2,71,4.293266550340313,2.9092970575559822,2.633728723793746,1.5291045394850356,0.6182872237060943,1213,Miami,Eastside,Townhouse,Semi-Furnished,188300.0
2260,3,1.0,1,60,6.815569300582106,2.108950413572923,3.51360093689659,10.680778857138257,0.3444156523286362,7733,Chicago,Downtown,Apartment,Unfurnished,706100.0
2587,4,1.0,1,20,9.780375043518289,2.1439420733100656,0.6020976361411705,3.4805705589890907,4.262133739972905,2526,Los Angeles,Eastside,Condo,Unfurnished,850300.0
2309,5,1.0,1,59,9.632540409457185,3.1176079780707724,1.192941841832833,1.4315109178945815,3.5440097763290366,2044,Chicago,Westside,Townhouse,Fully Furnished,740700.0
540,1,1.0,2,12,3.8175164239175725,2.615529125922742,0.9507178545891735,11.523605093060729,3.0605069836677385,4389,Miami,Westside,Apartment,Semi-Furnished,234900.0
1819,3,1.5,1,47,4.43876194453418,0.4977616867603566,0.5612721253438746,5.010340103370295,0.16882200371334408,3131,Houston,Suburbs,Apartment,Fully Furnished,220300.0
500,1,1.0,1,39,2.288495138233337,0.7682753010171085,3.9556767583526242,7.664310309075151,0.3987729267617996,4694,Chicago,Suburbs,Single-Family,Semi-Furnished,137200.0
3195,5,2.0,0,62,5.190524718875153,0.5351768369065927,2.8036640491639315,6.858040877646125,1.4209983307197933,2745,Miami,Downtown,Apartment,Fully Furnished,973400.0
1231,2,1.0,1,75,8.67739297344291,4.136547813041605,7.496488391267748,2.951592133588073,5.278502571678008,3873,New York,Suburbs,Condo,Unfurnished,417600.0
3104,5,2.0,2,8,9.32601391188912,2.632157220528358,1.001532176445555,8.20000587392125,1.39261094646032,2983,Houston,Downtown,Single-Family,Semi-Furnished,1420900.0
2856,5,1.5,2,56,3.891971836543549,1.9665267342178,7.423075618738244,1.0303223735835472,0.5942417502373968,6222,New York,Westside,Apartment,Fully Furnished,879800.0
1379,3,1.0,1,50,4.126355787910714,5.604085150113357,0.8750558157157817,2.8355916525879232,2.550719739039241,5525,Chicago,Waterfront,Single-Family,Unfurnished,533500.0
1193,2,1.5,2,39,3.7667985320700295,1.3797719437613818,5.029895303514594,11.363633135740361,0.21828546227298906,4995,Chicago,Waterfront,Townhouse,Unfurnished,488500.0
2380,4,1.5,2,75,4.80082854059663,2.9385181928455846,2.1322966315352985,11.465336532793815,3.202328422656456,6607,Los Angeles,Uptown,Condo,Semi-Furnished,684100.0
1424,2,1.0,3,72,8.438075188724358,0.27062460472812583,6.649084042652223,6.050534705854715,5.514050875816018,5026,Los Angeles,Eastside,Townhouse,Semi-Furnished,477200.0
2181,3,1.0,1,63,7.174859759075681,4.774551369045285,0.679503650911765,2.4443249975084536,5.146834950047362,4857,Miami,Uptown,Condo,Fully Furnished,788200.0
1713,4,2.0,1,69,8.2875273429096,4.15826133844247,7.629563615003078,5.348630701901963,0.23971900399836332,4260,Chicago,Uptown,Penthouse,Unfurnished,1017700.0
675,2,1.0,1,63,6.6642488506824495,5.674925929326558,0.5686061625966212,10.586314582856842,1.1964538039859565,3067,New York,Waterfront,Townhouse,Unfurnished,704900.0
500,1,1.0,0,24,4.061864624473174,7.553968152432963,2.080683492750404,1.308151626014476,1.3189225027398672,3071,Los Angeles,Suburbs,Penthouse,Semi-Furnished,263500.0
2281,4,2.0,1,27,3.823953441700353,4.966270283288238,3.820640863325642,1.9704886373804067,0.325217815146243,4794,New York,Downtown,Single-Family,Unfurnished,1181900.0
1650,3,1.0,2,9,2.0720056469099983,6.513655869761907,6.09725151521648,10.800007727344699,1.1870576505356636,6535,Miami,Waterfront,Townhouse,Fully Furnished,734100.0
1657,4,1.5,2,27,8.247857094992579,1.484419757784583,7.618679196838278,5.276909107966568,1.55996713588598,5640,New York,Uptown,Apartment,Unfurnished,922400.0
2656,4,2.5,2,35,8.776969809317741,1.4720470834480723,3.5387309640961333,1.4597739591373267,0.5983936970041952,5629,New York,Uptown,Condo,Unfurnished,1363000.0
3038,5,2.0,0,10,8.146260797027331,10.107264482287443,6.107018731779407,2.100904387500788,0.5689961318977398,2287,Houston,Eastside,Apartment,Unfurnished,542000.0
1881,3,1.0,1,20,2.595216461827926,8.610388686021217,5.871867924672862,10.648154046549127,0.09319373861898034,5545,Miami,Suburbs,Apartment,Fully Furnished,288400.0
1827,4,1.5,0,25,8.097773017358929,2.7831090599111077,4.655117383269071,6.1361887736818845,4.713759935627392,3701,Los Angeles,Uptown,Single-Family,Semi-Furnished,1160600.0
2500,4,1.0,1,17,2.3661396252021545,1.598058272855001,5.5891695735863935,2.3744345404043115,2.441524479288762,4851,Houston,Uptown,Single-Family,Semi-Furnished,489400.0
1014,1,1.0,2,67,2.8447445256511292,7.034744146283792,0.4969201279161875,10.781687181673327,2.137235546837234,5604,Chicago,Downtown,Apartment,Unfurnished,190600.0
2278,4,1.5,1,40,5.523802983461338,1.3674201668925863,3.6443037270006053,10.220707225555708,0.03302937189646489,2187,Chicago,Suburbs,Apartment,Unfurnished,308800.0
2541,4,2.0,2,14,5.809176071398721,0.5838163389857194,6.3297134136682365,0.7647685340654957,1.46848284055788,4814,Los Angeles,Westside,Apartment,Fully Furnished,929100.0
2644,5,2.5,0,22,8.52894909294957,3.5708505121708134,3.8989249310213014,7.181386239118927,0.2988266089443825,4972,Miami,Westside,Condo,Fully Furnished,1016100.0
550,2,1.0,1,40,7.436215136327284,0.15244873857965358,7.013335756970198,3.3098714793781387,1.6258110394646466,6497,Chicago,Uptown,Single-Family,Fully Furnished,371900.0
1490,2,1.0,1,5,3.22656142904973,1.6680590871756702,6.70237543720474,6.63106183777649,1.4559441367618966,3466,Chicago,Uptown,Townhouse,Unfurnished,400600.0
1397,2,1.0,0,70,3.8091742658304106,5.769786673608251,6.934879035344452,3.7115858203613024,2.8650581883690625,4377,Chicago,Downtown,Single-Family,Semi-Furnished,364600.0
2179,3,1.0,1,59,4.285401506069494,1.224524643149656,1.2139741478999555,4.132577230257667,0.44243086305065327,4839,Miami,Westside,Apartment,Semi-Furnished,496200.0
2484,4,1.5,0,78,2.989381099638867,9.373809967081286,2.10430077161535,7.421304122974675,0.041768853622959054,3466,Chicago,Suburbs,Townhouse,Unfurnished,254800.0
3297,6,2.5,1,51,4.3011590908738455,10.91856049874185,0.4308587310546167,6.696880544328864,3.6820471644802444,3429,Los Angeles,Suburbs,Townhouse,Unfurnished,445000.0
1704,3,1.0,3,8,7.8287852443178645,5.921375789005175,7.86584566953183,5.044712574479283,3.589356094370957,3352,Los Angeles,Waterfront,Townhouse,Fully Furnished,1335400.0
1701,3,1.0,2,29,3.9312117608582637,15.377454364574053,2.0418774874507437,1.737031676033679,0.9128218032774826,4244,Los Angeles,Eastside,Single-Family,Semi-Furnished,374500.0
3019,5,2.0,3,43,8.682877176483093,2.6482738675684416,3.0633280089614896,11.648374833665581,0.12195835287679185,7994,Houston,Waterfront,Apartment,Semi-Furnished,1132900.0
2337,4,2.0,2,61,5.756135961001663,2.9473860293405987,2.3444262883818023,2.507963830405589,1.033640078952463,4315,Los Angeles,Suburbs,Apartment,Unfurnished,449800.0
3114,6,2.0,2,42,4.583486089955111,6.331172872871111,0.5103902581942551,7.780848316998483,1.113550951167707,5475,New York,Waterfront,Penthouse,Unfurnished,2212800.0
2330,4,1.0,1,27,5.2993448363909845,2.376010833948615,2.2378124749588464,1.4515647710967419,2.586645935092076,4563,Chicago,Eastside,Condo,Unfurnished,400700.0
1174,3,1.5,1,7,7.6759739247479315,1.827310896467511,0.9659261964201167,8.415597574274614,1.8940003593888197,3884,Los Angeles,Eastside,Single-Family,Fully Furnished,785000.0
1033,2,1.0,1,50,6.134341625967922,3.3385524427443993,3.27540807379976,1.5906575089148816,0.11015430403130655,4451,Miami,Downtown,Penthouse,Semi-Furnished,816400.0
858,2,1.0,2,29,2.0582293118004644,3.75182309204396,7.74122812302685,3.1393459273187903,1.832887532722906,6038,Miami,Uptown,Penthouse,Semi-Furnished,406200.0
2629,4,1.0,0,10,9.3785907726806,4.864594291390336,5.6464465020977785,7.940329792847436,0.21882152187104348,4393,Miami,Suburbs,Penthouse,Unfurnished,1325800.0
3050,5,1.5,0,19,2.5279680240148137,3.861287509362195,5.713826160501474,3.7537547073600646,0.14059598649136543,4178,Houston,Westside,Single-Family,Fully Furnished,625400.0
3579,6,2.5,2,30,9.508970790515086,4.792642109926417,3.734772279671791,6.627784374201119,0.7627602998310483,4030,Miami,Westside,Condo,Semi-Furnished,1264600.0
2774,5,2.0,0,33,2.2252225889604373,3.929016541945527,6.528171283377692,1.9318120233802067,0.12078009348924802,2513,Houston,Suburbs,Townhouse,Unfurnished,280200.0
3030,5,2.0,3,11,8.167834679659588,2.29174071722433,7.284616501956958,2.8276062015613337,2.6514990361686133,6580,Chicago,Waterfront,Condo,Unfurnished,1322800.0
1635,3,2.0,2,47,6.277397665466306,0.507325524528005,7.700090047453802,8.938422944928089,0.9329966720955596,3606,New York,Waterfront,Condo,Unfurnished,1102000.0
1174,2,1.0,1,27,6.045809444832848,5.387133180322938,0.9721237374220648,0.904096893245677,1.3264751695129913,7438,Miami,Suburbs,Apartment,Semi-Furnished,264200.0
2780,5,2.5,1,66,2.5822280203520362,0.10941972690323055,7.061223267442526,1.785702413356094,1.2900943137139902,4989,Miami,Suburbs,Penthouse,Fully Furnished,690800.0
2434,3,1.0,2,62,3.9099600827033303,17.125025726759983,1.9556464918917142,2.971994214022356,5.732573410992954,7311,Houston,Suburbs,Penthouse,Fully Furnished,246700.0
2185,3,1.0,1,47,8.220378536521537,6.170255001733665,3.298681835528505,0.7321914296992318,3.7115289349950356,4100,Houston,Downtown,Townhouse,Unfurnished,573200.0
2409,4,1.5,2,41,9.130078639379953,3.889990499007409,2.8947221187538053,1.5968550328211308,2.8369858101142693,3033,New York,Westside,Apartment,Fully Furnished,1145800.0
2358,4,2.0,2,51,6.232949448423836,11.897907523912908,5.466014312677,3.736001992816643,0.7249840479358277,6586,Los Angeles,Downtown,Townhouse,Fully Furnished,1042400.0
3127,6,2.0,1,4,4.826747170900763,3.3178695903964113,4.863811413823575,1.568550693206137,0.23515563843370219,3377,Houston,Eastside,Single-Family,Unfurnished,759900.0
3135,4,1.0,0,76,2.4795456645136866,0.20330722341305146,1.0510180231906807,10.460373445343462,1.3442432751730093,7071,New York,Downtown,Apartment,Semi-Furnished,818600.0
